pair,frame,variant,left_arm_raise_bad,left_arm_raise_good,right_arm_raise_bad,right_arm_raise_good,left_elbow_angle_bad,left_elbow_angle_good,right_elbow_angle_bad,right_elbow_angle_good,torso_lean_bad,torso_lean_good,arm_symmetry_bad,arm_symmetry_good,left_wrist_above_shoulder_bad,left_wrist_above_shoulder_good,right_wrist_above_shoulder_bad,right_wrist_above_shoulder_good
1.0,0.0,torso_swinging,68.59455023783786,56.225246069113744,39.50374813991943,22.66149752359065,130.42377355201282,132.25742723964956,109.56509960261337,109.81339396315892,92.94609468114686,91.00090912987,32.578141695596244,33.5637485455231,-0.055501253822526804,-0.0574641525745391,-0.04479120131164249,-0.0401452779769897
1.0,0.0,asymmetric_raise,71.62440513019227,56.225246069113744,11.863915015305277,22.66149752359065,132.30187089287352,132.25742723964956,108.95780813595222,109.81339396315892,89.93727430943353,91.00090912987,52.97637103666635,33.5637485455231,-0.05635375806671539,-0.0574641525745391,-0.04398516048670508,-0.0401452779769897
1.0,0.0,elbows_too_bent,56.51017527388706,56.225246069113744,22.59219315513545,22.66149752359065,113.600819894675,132.25742723964956,78.7659384801146,109.81339396315892,89.95066342760998,91.00090912987,37.389291088241514,33.5637485455231,-0.06759775065318957,-0.0574641525745391,-0.03454815991918051,-0.0401452779769897
1.0,1.0,arms_too_low,22.713614393034305,52.52726729086948,17.04030583903463,27.222080362963126,136.15323917580662,136.18023362528248,106.2006604153526,108.3160822732644,92.26667822991104,90.62158840570466,22.86349962796431,25.305186927906355,-0.05644197772504942,-0.0574862957000732,-0.05121311812313728,-0.0414147675037384
1.0,1.0,asymmetric_raise,60.88633704637732,52.52726729086948,18.206386542308742,27.222080362963126,137.6571667852733,136.18023362528248,108.65881883564434,108.3160822732644,90.39029184092817,90.62158840570466,43.79966844995991,25.305186927906355,-0.06487890565191033,-0.0574862957000732,-0.045013988545711946,-0.0414147675037384
1.0,1.0,arms_too_low,23.842157123191182,52.52726729086948,10.679058172714452,27.222080362963126,136.86747020441942,136.18023362528248,104.79000196253894,108.3160822732644,91.26975634449424,90.62158840570466,24.535022367073722,25.305186927906355,-0.060870905701602994,-0.0574862957000732,-0.038356386059534064,-0.0414147675037384
1.0,2.0,elbows_too_bent,47.69731215474877,45.836143353206566,29.441076770254654,28.08554195090797,111.55522190829349,134.57081931618387,79.73713518839654,108.00111455174849,91.840022948888,90.51545392164988,18.232845727472856,17.750601402298596,-0.05936634930829323,-0.0585253238677978,-0.03593040253053398,-0.0417542457580566
1.0,2.0,elbows_too_bent,45.344647978352484,45.836143353206566,26.546206403575752,28.08554195090797,116.69254273751513,134.57081931618387,90.33608259717906,108.00111455174849,87.36714334776177,90.51545392164988,19.026507288748377,17.750601402298596,-0.06874743897689738,-0.0585253238677978,-0.03640684132707195,-0.0417542457580566
1.0,2.0,arms_too_high,63.366040625910166,45.836143353206566,59.35920745213947,28.08554195090797,133.34106779734924,134.57081931618387,108.66689943272634,108.00111455174849,92.75401987310538,90.51545392164988,17.18898881924509,17.750601402298596,-0.05882441018610615,-0.0585253238677978,-0.036948376925964824,-0.0417542457580566
1.0,3.0,asymmetric_raise,58.700571525176926,46.37265379354445,10.942054963771218,28.417324317842898,136.04807499121983,137.6265916486157,111.70592121939784,110.21849865185538,89.93665077230288,90.36097361572614,35.82098550550293,17.955329475701546,-0.059193027922263275,-0.0617002695798873,-0.03601162205798686,-0.041802555322647
1.0,3.0,torso_swinging,57.65823814382585,46.37265379354445,39.989888797158756,28.417324317842898,140.37031591571525,137.6265916486157,110.56960523976505,110.21849865185538,100.81453088350325,90.36097361572614,19.301580481249495,17.955329475701546,-0.06298342049335007,-0.0617002695798873,-0.043641683943310805,-0.041802555322647
1.0,3.0,asymmetric_raise,67.74132189424223,46.37265379354445,16.957560963714798,28.417324317842898,132.31623955348874,137.6265916486157,110.90953453963292,110.21849865185538,89.56994071256555,90.36097361572614,36.50964519335184,17.955329475701546,-0.05943558794721975,-0.0617002695798873,-0.04263285986440232,-0.041802555322647
1.0,4.0,arms_too_high,71.34783803396137,46.4717047540556,49.31849778210566,24.537509346786926,136.87416977251678,135.23842274808365,111.32854759906802,113.4377565380017,94.04590396046143,90.56255820149792,22.849026704706954,21.934195407268668,-0.062121207852347635,-0.0617993175983428,-0.039020210214272155,-0.0407447218894958
1.0,4.0,torso_swinging,56.071268077293155,46.4717047540556,33.33060868856586,24.537509346786926,138.1054537226635,135.23842274808365,115.56934395510031,113.4377565380017,90.06876249330436,90.56255820149792,24.894852529612994,21.934195407268668,-0.05100567498152728,-0.0617993175983428,-0.03458583000591525,-0.0407447218894958
1.0,4.0,arms_too_high,69.75710888800604,46.4717047540556,44.02395566307297,24.537509346786926,136.69408897641537,135.23842274808365,112.19961781729177,113.4377565380017,96.27487786227668,90.56255820149792,21.89043365859114,21.934195407268668,-0.05570906540956025,-0.0617993175983428,-0.04269201201101321,-0.0407447218894958
1.0,5.0,arms_too_high,73.23077566856229,44.80667294064686,32.26077271686712,27.0183636374079,133.93978197894592,132.97582370094014,110.50962188042058,108.65670916317994,94.38385313385784,91.05901591738407,19.14268143440316,17.78830930323896,-0.0518053465329947,-0.0611669421195983,-0.037702723977198496,-0.0396845936775207
1.0,5.0,torso_swinging,51.6785914644822,44.80667294064686,34.406056239744984,27.0183636374079,133.00189150047325,132.97582370094014,109.41224834712612,108.65670916317994,103.37313891604998,91.05901591738407,18.791502033931305,17.78830930323896,-0.06190166908420016,-0.0611669421195983,-0.0387814788088196,-0.0396845936775207
1.0,6.0,arms_too_high,73.43844570034425,44.26291317540906,53.67792198367234,26.30204459780685,134.08290513639335,133.5819194357016,109.73875268620228,109.04585626720832,94.81603236186898,91.17608180502596,18.42537597192421,17.960868577602206,-0.060492905918304196,-0.0619582682847976,-0.043084212553541244,-0.0395124554634094
1.0,6.0,elbows_too_bent,46.1896654338977,44.26291317540906,27.12760645167985,26.30204459780685,111.80252103564649,133.5819194357016,98.0137860937478,109.04585626720832,90.68530557302022,91.17608180502596,16.453396248887227,17.960868577602206,-0.06640584043292522,-0.0619582682847976,-0.0435915068882366,-0.0395124554634094
1.0,7.0,asymmetric_raise,52.259967594933194,46.941848644856194,11.35959900585712,25.59638664642034,139.1637171312331,136.43485023659247,110.62158481381749,108.27752700620869,90.62337004757954,91.36960842688026,43.86344731915994,21.34546199843585,-0.04733537735444961,-0.0612550675868988,-0.03912399043118753,-0.0389680564403533
1.0,7.0,elbows_too_bent,46.918682005292204,46.941848644856194,25.977584056649384,25.59638664642034,112.50460733227872,136.43485023659247,74.78851517848118,108.27752700620869,92.58186715307843,91.36960842688026,17.45700281093665,21.34546199843585,-0.059573073767967534,-0.0612550675868988,-0.03871490738577747,-0.0389680564403533
1.0,7.0,elbows_too_bent,46.506934691048144,46.941848644856194,24.645871949619387,25.59638664642034,100.34111647774833,136.43485023659247,70.14231603660845,108.27752700620869,86.7334719305046,91.36960842688026,20.809425294750106,21.34546199843585,-0.055773418639193356,-0.0612550675868988,-0.0406451115607075,-0.0389680564403533
1.0,8.0,elbows_too_bent,46.61005561347071,48.320536651230334,23.1684559140964,25.222579431967592,117.18977383418601,138.36139722909212,75.33072597199921,109.82376983295704,92.29516684972761,91.4578879113824,21.641598720536074,23.097957219262742,-0.07003547658438211,-0.0610260367393493,-0.035728844870306614,-0.0380674302577972
1.0,8.0,arms_too_low,10.909065098505117,48.320536651230334,5.0,25.222579431967592,136.89549495900468,138.36139722909212,110.21446277805099,109.82376983295704,90.34599811583317,91.4578879113824,22.84248756233497,23.097957219262742,-0.06882882210153565,-0.0610260367393493,-0.028065689812266682,-0.0380674302577972
1.0,8.0,arms_too_low,13.719482749389028,48.320536651230334,9.83362298570912,25.222579431967592,138.66106466177132,138.36139722909212,110.10558456909969,109.82376983295704,92.16672708162173,91.4578879113824,19.33733204235763,23.097957219262742,-0.056194076729487216,-0.0610260367393493,-0.04062215259423201,-0.0380674302577972
1.0,9.0,torso_swinging,56.27594447820376,49.92777763678944,34.2602421808225,23.177949232912628,141.4480323392277,141.35688865942006,113.7541801946569,115.05738088986853,114.43142230525038,91.71170185862375,28.01766644851283,26.74982840387681,-0.07114601272557773,-0.0610202997922897,-0.035316352750951366,-0.0362486243247985
1.0,9.0,torso_swinging,56.618845312947506,49.92777763678944,37.440115906893745,23.177949232912628,139.77184718255467,141.35688865942006,114.82790800693473,115.05738088986853,106.23663825352604,91.71170185862375,28.481338792217052,26.74982840387681,-0.06702178182756859,-0.0610202997922897,-0.03792113050400324,-0.0362486243247985
1.0,9.0,torso_swinging,57.55305108098466,49.92777763678944,29.911303070044063,23.177949232912628,144.88779713998227,141.35688865942006,115.86734431179043,115.05738088986853,97.40728208694853,91.71170185862375,28.58555229798636,26.74982840387681,-0.050409518807226536,-0.0610202997922897,-0.031086298022042765,-0.0362486243247985
1.0,10.0,elbows_too_bent,53.148045833799515,50.61422353542627,21.212632805138774,22.627971736376335,115.5346798768092,141.0964855953469,93.88945363321145,116.14311309891808,90.07832670286811,91.93218764602427,27.867201086926332,27.98625179904993,-0.07680558928194166,-0.0605992525815963,-0.03962948105525845,-0.034507542848587
1.0,10.0,torso_swinging,59.35138277846047,50.61422353542627,26.38905582655209,22.627971736376335,144.36130820321017,141.0964855953469,113.28283034299682,116.14311309891808,101.73196521253935,91.93218764602427,28.247732953622116,27.98625179904993,-0.05339288613626572,-0.0605992525815963,-0.041686853604484195,-0.034507542848587
1.0,10.0,arms_too_low,34.919533552665946,50.61422353542627,5.0,22.627971736376335,139.133468293251,141.0964855953469,117.06732004744462,116.14311309891808,92.33030703717121,91.93218764602427,26.78581804473234,27.98625179904993,-0.060250242156646205,-0.0605992525815963,-0.0364341108328958,-0.034507542848587
1.0,11.0,torso_swinging,59.93922073535591,50.97983198714228,30.06645369728076,22.53145837057492,140.54851787883146,141.72724739271987,119.38195479619178,117.68275060214972,105.9462305529725,92.16115312314726,27.062554426046052,28.44837361656736,-0.05578975933083385,-0.0602877587080001,-0.032181879747377753,-0.0337183773517608
1.0,11.0,torso_swinging,65.04414258133708,50.97983198714228,35.679602580192984,22.53145837057492,140.06925737087573,141.72724739271987,116.56238852175578,117.68275060214972,107.89762114876356,92.16115312314726,29.66911414743429,28.44837361656736,-0.06039226667782084,-0.0602877587080001,-0.03313174043521689,-0.0337183773517608
1.0,12.0,arms_too_low,29.78044997820634,48.66462409560065,5.0,23.36422423814125,139.69314757813362,141.41837782126473,119.24791850555745,117.66673052670916,93.64755174755913,92.38184687279372,20.79208249842417,25.3003998574594,-0.07186151857100717,-0.0595785528421402,-0.03197818843252063,-0.0315955281257629
1.0,12.0,arms_too_high,68.94740124210334,48.66462409560065,45.97781445283159,23.36422423814125,140.5957966399451,141.41837782126473,119.63477761583533,117.66673052670916,97.58898304167842,92.38184687279372,25.83567188578565,25.3003998574594,-0.06629011697469017,-0.0595785528421402,-0.04841600575807946,-0.0315955281257629
1.0,12.0,asymmetric_raise,69.28233300405823,48.66462409560065,24.080250178710685,23.36422423814125,140.73320008480343,141.41837782126473,118.16535960995307,117.66673052670916,93.03088350554283,92.38184687279372,53.6768661058005,25.3003998574594,-0.05513363137075443,-0.0595785528421402,-0.029115206959633523,-0.0315955281257629
1.0,13.0,arms_too_high,74.16163662793909,53.205174818274,37.12246162925349,22.976745504601997,138.6294288256038,141.7927366768329,117.98302208275028,117.82500405426217,99.52173308872858,92.40034816236798,30.703399816915887,30.22842931367201,-0.061085988480491314,-0.0594991445541381,-0.027982542319375105,-0.030274748802185
1.0,13.0,asymmetric_raise,69.13623653774714,53.205174818274,17.107697872873327,22.976745504601997,144.44574445170645,141.7927366768329,115.91622379711617,117.82500405426217,87.72115503508118,92.40034816236798,48.47074532056976,30.22842931367201,-0.06459585189033845,-0.0594991445541381,-0.026114957869312443,-0.030274748802185
1.0,13.0,asymmetric_raise,64.58350584153851,53.205174818274,5.0,22.976745504601997,140.64433377921753,141.7927366768329,114.84105540334447,117.82500405426217,95.58066360038967,92.40034816236798,52.58663908591235,30.22842931367201,-0.05626135400906953,-0.0594991445541381,-0.027594616127660707,-0.030274748802185
1.0,14.0,arms_too_high,75.27085406531714,54.5888169399139,36.37571375861788,22.7354068225514,141.1146275779629,142.80849505245823,116.67436356336803,116.76486281084668,92.33377585528682,92.4624598182082,34.13886188395016,31.853410117362497,-0.06683076554847012,-0.0573470294475555,-0.028558427652241595,-0.0315538942813873
1.0,14.0,elbows_too_bent,54.25267536150284,54.5888169399139,23.305757471850708,22.7354068225514,108.08929763955682,142.80849505245823,88.93692758977733,116.76486281084668,91.51870476997246,92.4624598182082,30.74104782575852,31.853410117362497,-0.06183321110436203,-0.0573470294475555,-0.023924744495133148,-0.0315538942813873
1.0,14.0,asymmetric_raise,71.42336402539877,54.5888169399139,13.782891135713193,22.7354068225514,141.0573714763943,142.80849505245823,116.29516614366807,116.76486281084668,90.48800140286235,92.4624598182082,49.39759247361521,31.853410117362497,-0.06339264139536042,-0.0573470294475555,-0.023608173620374547,-0.0315538942813873
1.0,15.0,torso_swinging,53.948425700192374,53.51195828551347,34.576272001707636,22.763889707681123,144.29127119471934,143.14857617406577,116.99713406175951,115.05608642173308,108.2400495274866,92.53023444483928,33.701385828691606,30.74806857783235,-0.0505719103571655,-0.0540731251239776,-0.033873622521073316,-0.033212125301361
1.0,15.0,arms_too_low,27.92306935917822,53.51195828551347,5.0,22.763889707681123,143.73953122291212,143.14857617406577,112.86139468459977,115.05608642173308,93.2120788419572,92.53023444483928,30.575241564169122,30.74806857783235,-0.05269494933454056,-0.0540731251239776,-0.031818510126507694,-0.033212125301361
1.0,15.0,torso_swinging,51.25063527893481,53.51195828551347,28.257420614357784,22.763889707681123,142.93131884588806,143.14857617406577,114.94511650513773,115.05608642173308,105.82718098983776,92.53023444483928,31.352765158495636,30.74806857783235,-0.046491958509308116,-0.0540731251239776,-0.03164983289587126,-0.033212125301361
1.0,16.0,asymmetric_raise,61.782441272008256,53.53605103671579,11.485855124096362,24.67203278447575,143.09767482450232,144.41073272743995,108.806832568138,110.36499302663375,90.41676746467124,92.16097499547836,45.50889869648657,28.86401825224004,-0.044288550429405896,-0.0459682941436767,-0.04403939503294335,-0.0465114414691925
1.0,16.0,arms_too_low,28.522963303563007,53.53605103671579,5.0,24.67203278447575,146.9616592247472,144.41073272743995,110.18186090533408,110.36499302663375,94.03512003610871,92.16097499547836,27.725365991142485,28.86401825224004,-0.04389973014391633,-0.0459682941436767,-0.039800998947662924,-0.0465114414691925
1.0,17.0,elbows_too_bent,49.72059829901986,49.320329460673015,23.053865153013923,27.395596809274743,108.63415943081985,143.50130439124734,96.03546770066654,112.6910112920252,94.15815608031718,92.19506132685702,22.58613376552613,21.92473265139827,-0.04023684007056418,-0.0401632487773895,-0.05712462487292636,-0.061106652021408
1.0,17.0,elbows_too_bent,48.75755924757084,49.320329460673015,24.066210416884726,27.395596809274743,113.43931299450863,143.50130439124734,86.72220456288096,112.6910112920252,94.44041669645306,92.19506132685702,19.04234113040627,21.92473265139827,-0.04077780531014678,-0.0401632487773895,-0.06148317029518362,-0.061106652021408
1.0,17.0,arms_too_low,15.51031422189612,49.320329460673015,6.296983008661092,27.395596809274743,144.99604045447094,143.50130439124734,112.10962667596311,112.6910112920252,96.30524654409996,92.19506132685702,21.286012636330952,21.92473265139827,-0.042396666130842836,-0.0401632487773895,-0.06348500876125102,-0.061106652021408
